"","id","museu","gaveta","sp","pop","coletor","id.coletor","localidade","municipio","uf","lon","lat","alt","xy.original","ano","mes","dia","morte","pele","cranio","esqueleto","sexo","dentes","classe","idade","peso","peso.morto","compr.total","compr.corpo","compr.cauda","tarso.c.unha","tarso.s.unha","orelha.int","orelha.ext","medido","gls","cb","nas","bbc","zb","poc","ic","lbasi","bps","bam","can","pl","max","sm","mad","alpcor","larcon","size","shape","nas.gls","can.bam","pl.cb","bam.pl","sm.max","alpcor.mad","obs","replicas","gls.1","cb.1","nas.1","bbc.1","zb.1","poc.1","ic.1","lbasi.1","bps.1","bam.1","can.1","pl.1","max.1","sm.1","mad.1","alpcor.1","larcon.1","gls.2","cb.2","nas.2","bbc.2","zb.2","poc.2","ic.2","lbasi.2","bps.2","bam.2","can.2","pl.2","max.2","sm.2","mad.2","alpcor.2","larcon.2","gls.3","cb.3","nas.3","bbc.3","zb.3","poc.3","ic.3","lbasi.3","bps.3","bam.3","can.3","pl.3","max.3","sm.3","mad.3","alpcor.3","larcon.3","gls.4","cb.4","nas.4","bbc.4","zb.4","poc.4","ic.4","lbasi.4","bps.4","bam.4","can.4","pl.4","max.4","sm.4","mad.4","alpcor.4","larcon.4"
"33","MN11161","MNHN","13,13,2","Marmosops incanus","","Serviço de Estudos e Pesquisas sobre a Febre Amarela","M 23900","Aritaguá – Urucutuca, Capueira","Ilhéus","BA","-39.116667","-14.65","",TRUE,1945,4,18,"","ok","ok","","male","p3m4",6,"adulto","","63","356",146,"210",23,22,"24","28",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.469545681477783,0.501724137931035,NA,0.508771929824561,0.435435435435435,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","MN11119","MNHN","13,12,4","Marmosops incanus","","Serviço de Estudos e Pesquisas sobre a Febre Amarela","M 23936","Aritaguá – Urucutuca, Capueira","Ilhéus","BA","-39.116667","-14.65","",TRUE,1945,4,22,"","ok","parcial","","male","p3m4",6,"adulto","","50","338",133,"205",24,23,"22","26",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"crânio parcial",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","MN11160","MNHN","13,13,2","Marmosops incanus","","Serviço de Estudos e Pesquisas sobre a Febre Amarela","M 19068","Aritaguá – Urucutuca, Roça de bananeiras","Ilhéus","BA","-39.116667","-14.65","",TRUE,1944,8,10,"","ok","ok","","male","p3m4",6,"adulto","","77","390",170,"220",22,21,"26","30",TRUE,0.617330475321367,0.808078537819583,-1.00634637389977,-0.291469164676668,-0.473912993715942,0.573200608261808,-0.403266356068185,0.00581444470386749,0.700502658324428,0.0789445885779259,-0.0981723793010003,0.558150667746126,-0.00267659473225734,-0.517549545265026,1.21181371322869,NA,0.0279708207730389,29.7696573712228,0.485834699133692,0.46696137738483,0.520967741935484,0.571763053149145,0.507780507780508,0.421052631578947,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","MN8607","MNHN","13,12,1","Marmosops incanus","","Serviço de Estudos e Pesquisas sobre a Febre Amarela","M 21720","Banco da Vitória – Pirataquissé, Mata do Limoeiro","Ilhéus","BA","-39.116667","-14.066667","",TRUE,1944,10,30,"","ok","parcial","","female","p3m4",6,"adulto","","50","339",150,"189",20,18,"20","25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"crânio parcial",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","MN8658","MNHN","13,12,3","Marmosops incanus","","Serviço de Estudos e Pesquisas sobre a Febre Amarela","M 23141","Banco da Vitória – Pirataquissé, Mata do Limoeiro","Ilhéus","BA","-39.116667","-14.066667","",TRUE,1944,12,19,"","ok","ok","","male","p3m4 (gastos)",7,"adulto","","72","349",146,"203",22,20,"23","27",TRUE,-0.309054613633364,-0.0944016209647103,-0.906212676772963,-0.871523975418759,-0.00802598185314451,-0.0116722673153209,-0.00144271690241027,-0.555586731724372,0.291850630600804,0.0874120154034816,0.255138205280995,0.0917893671737176,0.375661070679776,0.2309102224745,0.488259593274574,-0.683431840440859,-0.177633775713923,28.9588570216437,0.507007622326039,0.474878048780488,0.540607054963084,0.574379149250061,0.521832191780822,0.458576429404901,0.373105449854885,"Coordenada de Vaz, 2005. Arq Mus Nac, 63(1):21-28.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","MN8615","MNHN","13,12,1","Marmosops incanus","","Serviço de Estudos e Pesquisas sobre a Febre Amarela","M 18167","Banco da Vitória – Pirataquissé, Mata M.","Ilhéus","BA","-39.116667","-14.066667","",TRUE,1944,5,12,"","ok","ok","","female","p3m4",6,"adulto","","65","350",165,"185",21,20,"23","25",TRUE,0.166484121640998,0.341827482698257,-0.0891277098244139,-1.27268756214507,-0.200891331557596,-0.00813912665519112,-0.582367584203565,-0.581150232074098,0.707089013107514,0.451659511598629,0.3563521871475,0.105690004217529,-0.0676679149307908,0.0681523515647395,0.384571010721842,-0.085135057540306,-0.239390443941879,27.7925871411785,0.495819609830251,0.482482482482483,0.520424836601307,0.570559918925766,0.543516873889876,0.466995681677977,0.390424814565071,"etiqueta - 350-185-21-20-23(25) 65g. Assumi que o primeiro valor é o comprimento total do corpo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","MN11105","MNHN","13,12,4","Marmosops incanus","","Serviço de Estudos e Pesquisas sobre a Febre Amarela","M 17681","Banco da Vitória – Pirataquissé, Mata S","Ilhéus","BA","-39.116667","-14.066667","",TRUE,1944,3,28,"","ok","parcial","","male","",NA,"adulto","","","310",130,"180",22,20,"17","25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"crânio parcial",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","MN8642","MNHN","13,12,2","Marmosops incanus","","Serviço de Estudos e Pesquisas sobre a Febre Amarela","M 19899","Rio do Braço – Almada, Capueira","Ilhéus","BA","-39.183333","-14.65","",TRUE,1944,9,27,"","ok","ok","","male","p3m4",6,"adulto","","103","391",170,"221",23,22,"25","29",TRUE,-0.105024863553851,-0.137546482544366,-0.681510391222581,-1.00439093615386,-0.028346438805098,0.391276757979261,0.337276950458149,0.000711176403806135,NA,0.0940187027935409,0.11036358590052,-0.293247608457182,0.46057551787883,-0.316968150298957,-0.747867837791748,0.0754542673945746,0.0545383059272839,30.8642187654248,0.508083140877598,0.488553113553114,0.548387096774194,0.562817551963049,0.52154288059089,0.417314095449501,0.41779314680918,"Coordenada de Vaz, 2005. Arq Mus Nac, 63(1):21-28.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","MN11155","MNHN","13,13,2","Marmosops incanus","","Serviço de Estudos e Pesquisas sobre a Febre Amarela","M 19906","Rio do Braço – Almada, Capueira","Ilhéus","BA","-39.183333","-14.65","",TRUE,1944,9,28,"","ok","ok","","male","p3m4 (gastos)",7,"adulto","","72","376",155,"221",23,22,"20","24",TRUE,0.259479009810903,0.114799459033499,-0.289649964221372,-1.10707565639875,-0.0941119752580164,-0.0641916580956261,-0.261740650219956,0.130630607336347,-0.0813792317229884,0.223487367470668,0.276447061441131,-0.0267261469950029,0.501267901136529,0.0964996250519592,0.0145388324781344,-0.991479647265724,0.0111457605390055,28.0827082027357,0.501639344262295,0.478110314123176,0.526881720430108,0.569987389659521,0.534955752212389,0.451479289940828,0.365540540540541,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","MN11135","MNHN","13,12,4","Marmosops incanus","","Serviço de Estudos e Pesquisas sobre a Febre Amarela","M 19916","Rio do Braço – Almada, Capueira","Ilhéus","BA","-39.183333","-14.65","",TRUE,1944,9,28,"","ok","ok","","male","p3m4 (gastos)",7,"adulto","","89","385",165,"220",21,20,"25","29",TRUE,1.24673561566937,0.576913485094124,1.00823358551301,-0.30136993253206,-0.374078316363654,0.251688459684469,-0.153398789588326,-0.0219900242645004,0.37237032686961,0.371234973705382,0.43062177503529,-0.0203916189487181,-0.056919426189296,-0.451407833453016,0.296334445973685,-0.0576657519645636,-0.0412967179329835,30.354966644686,0.491454965357968,0.509127789046653,0.556420233463035,0.560508083140878,0.529460238978162,0.423944476576056,0.399257195914577,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","MN11130","MNHN","13,12,4","Marmosops incanus","","Serviço de Estudos e Pesquisas sobre a Febre Amarela","M 19304","Rio do Braço – Almada, Capueira do Cacáu","Ilhéus","BA","-39.183333","-14.65","",TRUE,1944,9,16,"","ok","ok","","male","p3m4",6,"adulto","","70","",170,"[173]",23,22,"24","26",TRUE,-0.841680795019101,-0.319546941616849,-1.45312747528669,-1.32680236929469,0.121218424629184,0.0320258599435723,0.136959792599221,-0.269777792487909,0.395742968543393,0.483115278304677,0.0847365963160094,-0.470774440211922,-0.0422295689498391,0.0320543287294193,-0.124897996561845,-1.13450109139294,-0.213886064565665,28.3067677420083,0.512775107513281,0.463402322059566,0.502820306204674,0.564634454844422,0.556003584229391,0.461398176291793,0.363299663299663,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","MN8632","MNHN","13,12,2","Marmosops incanus","","Serviço de Estudos e Pesquisas sobre a Febre Amarela","M 19352","Rio do Braço – Almada, Capueira do Cacáu","Ilhéus","BA","-39.183333","-14.65","",TRUE,1944,9,21,"","ok","ok","","male","p3m4 (gastos)",7,"adulto","","57","385",170,"215",22,21,"25","26",TRUE,0.492568854811985,0.430366311101558,-1.02719256137932,-1.07201185312018,-0.28079076105551,0.611308164990167,-0.125317030051328,-0.48766019164483,-0.275004972018086,0.245411932160765,-0.309566471767896,0.0302801266492949,0.506721126889556,-0.328488899329004,0.444404992948673,-1.13182588448034,-0.138010129081745,29.4116371526646,0.49438202247191,0.465675866949752,0.493183640737771,0.564905570164953,0.527719001269573,0.420962199312715,0.360890302066773,"Coordenada de Vaz, 2005. Arq Mus Nac, 63(1):21-28.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","MN11158","MNHN","13,13,2","Marmosops incanus","","Serviço de Estudos e Pesquisas sobre a Febre Amarela","M 19383","Rio do Braço – Almada, Capueira do Cacáu","Ilhéus","BA","-39.183333","-14.65","",TRUE,1944,9,23,"","ok","ok","","female","p3m4",6,"adulto","","46","332",142,"190",18,17,"25","25",TRUE,0.0925693591264078,0.137406491458258,0.241416099141361,-0.604971090271565,-0.0712355227402135,-0.13456015847289,-0.620018457220434,0.22622191045668,0.782403847473992,0.298828864374808,-0.0190038246587703,0.111875904226853,0.174501880925629,-0.285324217602332,0.0117909379008445,0.176073298715648,-0.0754398831512564,26.5412471447745,0.500666488936284,0.484317825405123,0.480851063829787,0.576113036523594,0.543729754743174,0.444444444444444,0.401073345259392,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","MN8663","MNHN","13,12,3","Marmosops incanus","","Serviço de Estudos e Pesquisas sobre a Febre Amarela","M 22423","Rio do Braço – Almada, Capueira do Cacáu","Ilhéus","BA","-39.183333","-14.65","",TRUE,1944,11,18,"","ok","ok","","male","p3m4 (gastos)",7,"adulto","","95","349",145,"204",23,21,"22","27",TRUE,1.74292140683343,1.9351724683274,0.136526273901502,-1.10390682829228,-1.00018087334866,0.00757957743608628,0.410019690028038,-0.402110300534979,0.112346290947907,-0.0590294909676778,-0.0843280437233522,1.07103863528181,0.774355882525661,-0.0243363840288175,1.53713004009435,-0.0788613990662466,0.00839415392836518,29.4652337509818,0.46072333563695,0.479295355753832,0.524630541871921,0.569223681179452,0.492917847025496,0.431549295774648,0.381288343558282,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","MN8606","MNHN","13,12,1","Marmosops incanus","","Serviço de Estudos e Pesquisas sobre a Febre Amarela","M 23201","Rio do Braço – Almada, Capueira do Cacáu","Ilhéus","BA","-39.183333","-14.65","",TRUE,1945,1,1,"","ok","ok","","female","p3m4",6,"adulto","","70","330",145,"185",20,18,"22","27",TRUE,-0.427824252435265,-0.623358932287083,-0.236123337560642,-0.710231679880078,0.29593080805958,0.278932128922008,1.10462358821101,-0.495278337723564,NA,0.227485800397025,0.263859452758193,-0.868268206767201,-0.460236726667691,-0.171144783513379,-0.914700516923336,-1.05318209912538,-0.18051073433932,27.5111722760045,0.521123064812385,0.484358974358974,0.519262981574539,0.559958016268696,0.559512652296157,0.464968152866242,0.373129009265859,"Coordenada de Vaz, 2005. Arq Mus Nac, 63(1):21-28.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","MN24699","MNHN","13,13,1","Marmosops incanus","","Serviço de Estudos e Pesquisas sobre a Febre Amarela","M 23814","Rio do Braço – Almada, Capueira do Cacáu","Ilhéus","BA","-39.183333","-14.65","",TRUE,1945,4,6,"","ok","","","male","",NA,"adulto","","83","379",150,"229",20,19,"24","29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","MN11109","MNHN","13,12,4","Marmosops incanus","","Serviço de Estudos e Pesquisas sobre a Febre Amarela","M 19324","Rio do Braço – Almada, Capueira do Mico","Ilhéus","BA","-39.183333","-14.65","",TRUE,1944,9,18,"","ok","parcial","","male","p3m4 (gastos)",7,"adulto","","","380",170,"210",24,22,"20","25",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.550319488817891,NA,0.524507750314202,0.413394919168591,0.394669235709698,"crânio parcial, falta a parte posterior",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","MN11128","MNHN","13,12,4","Marmosops incanus","","Serviço de Estudos e Pesquisas sobre a Febre Amarela","M 19339","Rio do Braço – Almada, Capueira do Mico","Ilhéus","BA","-39.183333","-14.65","",TRUE,1944,9,20,"","ok","ok","","female","p3m4",6,"adulto","","46","345",140,"205",18,17,"25","29",TRUE,1.02796145218239,0.700395161615383,1.03480474150756,-0.208679228739692,-0.347285157487629,0.0668502495607592,0.470064991682471,0.356013391292308,0.199728093160067,-0.0513915511764775,-0.0787857508240934,0.615622711968253,0.355134266368337,-0.0473152550226859,0.460237137884203,-0.106897716044447,-0.0405150369485909,26.4678389748767,0.48590992889123,0.492583120204604,0.489455184534271,0.580984988148538,0.515865820489574,0.454601990049751,0.384533898305085,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","MN11125","MNHN","13,12,4","Marmosops incanus","","Serviço de Estudos e Pesquisas sobre a Febre Amarela","M 19397","Rio do Braço – Almada, Capueira do Mico","Ilhéus","BA","-39.183333","-14.65","",TRUE,1944,9,23,"","ok","parcial","","male","p3m4 (gastos)",7,"adulto","","110","379",157,"222",24,22,"23","28",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"crânio parcial",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","MN8618","MNHN","13,12,1","Marmosops incanus","","Serviço de Estudos e Pesquisas sobre a Febre Amarela","M 19814","Rio do Braço – Almada, Capueira do Mico","Ilhéus","BA","-39.183333","-14.65","",TRUE,1944,9,24,"","ok","ok","","female","p3m4",6,"adulto","","51","300",125,"175",20,18,"[18]","24",TRUE,0.34148269746057,0.0701117594772285,0.340937948114814,-0.650929288656776,-0.013093107077065,-0.343226824004215,NA,-0.197314199870421,NA,0.0951145536812383,0.353850158855802,NA,0.24335567836142,0.0246449862347218,0.316865494993024,NA,0.0283312041872263,25.4416390981399,0.502228412256267,0.47680690399137,0.508444444444444,NA,NA,0.467824967824968,NA,"crânio um pouco sujo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","MN8608","MNHN","13,12,1","Marmosops incanus","","Serviço de Estudos e Pesquisas sobre a Febre Amarela","M 22361","Rio do Braço – Almada, Capueira do Mico","Ilhéus","BA","-39.183333","-14.65","",TRUE,1944,11,12,"","ok","ok","","female","p3m4",6,"adulto","","57","332",135,"197",21,19,"20","25",TRUE,0.733619941062905,0.187118264376871,0.227463032017674,-1.28061074811996,-0.0856471094119229,-0.309582278247069,0.268629554855481,-0.0970003295155699,0.24337730522038,0.0755304200347293,0.160506550745876,-0.17383960535588,-0.0392770660371156,-0.254021419978124,0.474291665318667,-0.0167311198215856,0.0261070725940233,26.0710183920767,0.499186991869919,0.472969443718987,0.5,0.568563685636856,0.543374642516683,0.454896907216495,0.386241490505195,"Coordenada de Vaz, 2005. Arq Mus Nac, 63(1):21-28.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","MN8626","MNHN","13,12,1","Marmosops incanus","","Serviço de Estudos e Pesquisas sobre a Febre Amarela","M 22386","Rio do Braço – Almada, Capueira do Mico","Ilhéus","BA","-39.183333","-14.65","",TRUE,1944,11,15,"","ok","ok","","male","p3m4 (gastos)",7,"adulto","","105","378",157,"221",24,22,"22","27",TRUE,-1.28270095505766,-1.32476397725923,-1.60834582958835,-0.902085328458719,0.57879463300694,0.42860133744147,-0.310135620108149,-0.394412970285915,-0.313598744024831,-0.101012200905211,-0.258104164813121,-0.904511068095481,-0.409518828387426,-0.339741800050372,-1.57272328668587,-1.12477614971431,-0.0640622703060694,31.4395865112759,0.536579683131407,0.483468208092486,0.533543804262036,0.563373718546132,0.52398676592225,0.434732604945371,0.391772151898734,"Coordenada de Vaz, 2005. Arq Mus Nac, 63(1):21-28.",TRUE,43.25,42.92,20.91,13.58,23.03,6.34,8.57,13.63,7.15,12.67,6.76,24.18,17.39,7.56,31.6,12.38,1.48,43.47,42.93,20.6,13.81,21.65,6.32,8.16,13.46,6.88,12.46,6.64,24.18,17.42,7.47,31.97,12.47,1.29,43.43,42.94,20.44,13.23,21.52,6.31,8.42,13.42,7.2,12.56,6.65,24.18,17.37,7.55,31.99,12.26,1.31,43.49,42.99,21.11,13.4,21.58,6.32,8.6,13.45,7.15,12.58,6.65,24.16,17.37,7.53,31.92,12.58,1.39
"55","MN8660","MNHN","13,12,3","Marmosops incanus","","Serviço de Estudos e Pesquisas sobre a Febre Amarela","M 23185","Rio do Braço – Almada, Capueira do Mico","Ilhéus","BA","-39.183333","-14.65","",TRUE,1944,12,30,"","ok","ok","","male","p3m4 (gastos)",7,"adulto","","90","335",130,"205",22,21,"20","23",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.483870967741936,0.546623794212219,NA,0.541575968654767,0.43957345971564,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","MN11163","MNHN","13,13,2","Marmosops incanus","","Serviço de Estudos e Pesquisas sobre a Febre Amarela","M 23548","Rio do Braço – Almada, Capueira do Mico","Ilhéus","BA","-39.183333","-14.65","",TRUE,1945,2,16,"","ok","ok","","female","dp3m4",5,"adulto","","30","297",116,"181",19,18,"21","24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
